order_id,hour,day_of_week,distance_km,congestion,num_stops,delivery_time_min,zone_Attapur,zone_Banjara Hills,zone_Dilsukhnagar,zone_Gachibowli,zone_Hitech City,zone_Jubilee Hills,zone_Kondapur,zone_Kukatpally,zone_LB Nagar,zone_Madhapur,zone_Mehdipatnam,zone_Secunderabad,zone_Tolichowki,zone_Uppal,vehicle_type_Truck,vehicle_type_Van,weather_Cloudy,weather_Rain
104,0.7671239267166694,-0.9219455974045386,-1.216193629733061,0.6452535588041055,-1.0383587531747185,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,-1.373822697656089,1.0359800980600007,1.120431817144394,-1.3208969564991828,0.9799274429993786,84.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
106,0.33893460184211777,-1.4114270212706734,0.5036785991023379,-0.9524717207930009,-1.0383587531747185,78.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
107,1.195313251591221,1.5254615219261354,-0.36764054450741307,0.6124235873055348,-0.02921565508766989,65.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
108,-0.9456333727815373,0.5464986741938659,0.6382053077356725,1.1340553566717133,1.484498992042903,120.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
109,1.195313251591221,-0.4324641735384038,-0.8188224288469039,0.9699054991788598,0.47535589395585437,53.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
110,1.409407914028497,0.05701725032773103,-0.5187243865110039,0.92248442923648,1.484498992042903,64.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
111,1.6235025764657727,1.5254615219261354,1.495036959646449,-0.8722206793520503,-0.5337872041311942,106.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,1.409407914028497,-0.4324641735384038,-0.7112010619402362,1.2179541727236163,-0.02921565508766989,59.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
113,-0.0892547230324339,-0.4324641735384038,-0.07996035219920543,-0.35058890998587167,0.47535589395585437,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
114,1.195313251591221,0.05701725032773103,1.3977638010961912,-0.022289195000164772,-1.5429303022182428,120.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
